,group,names,scores,logfoldchanges,pvals,pvals_adj
134,0,COL6A3,8.543207,,1.3054655619167336e-17,1.5358418375490983e-16
135,0,HIGD1B,8.455912,,2.7691599425475895e-17,3.2199534215669647e-16
136,0,SLC2A3,8.425905,,3.579729892887763e-17,4.1384160611419226e-16
137,0,CEBPB,8.3834505,,5.1398370920411915e-17,5.907858726484129e-16
138,0,PAWR,8.377071,,5.426110614239076e-17,6.201269273416087e-16
139,0,NRP2,8.366175,,5.9519041246293e-17,6.725315395061356e-16
140,0,DDR2,8.349078,,6.879755819790782e-17,7.686878010939422e-16
141,0,FOXC1,8.334435,,7.786898891920588e-17,8.652109879911764e-16
142,0,EDNRA,8.255407,,1.5138548631015856e-16,1.645494416414767e-15
143,0,FOSL2,8.148408,,3.687475768336188e-16,3.965027707888374e-15
144,0,FAM20A,8.142349,,3.876800990037815e-16,4.14631121929178e-15
145,0,SMOC2,8.114413,,4.881382728971072e-16,5.165484369281557e-15
146,0,KLF6,8.010679,,1.1407652177741937e-15,1.1882971018481185e-14
147,0,SP100,7.983736,,1.4196960029454689e-15,1.4711875678191386e-14
148,0,PAPSS2,7.882396,,3.2116209508589947e-15,3.2771642355704024e-14
149,0,CYP1B1,7.8397455,,4.51460064135282e-15,4.5602026680331515e-14
150,0,COL5A3,7.8374863,,4.59654947286341e-15,4.619647711420512e-14
151,0,CPM,7.835519,,4.669101814930554e-15,4.669101814930554e-14
152,0,PAG1,7.820494,,5.2616273958097925e-15,5.2354501450843704e-14
153,0,PEAR1,7.7809963,,7.195561634532363e-15,7.124318450032043e-14
154,0,PALD1,7.758614,,8.586251319709337e-15,8.459360906117573e-14
155,0,EYA1,7.6458406,,2.075848306726079e-14,2.0056505378995933e-13
156,0,FOXD1,7.6248994,,2.4422521568510486e-14,2.3483193815875467e-13
157,0,TIMP1,7.43901,,1.0144250575785933e-13,9.525117911536089e-13
158,0,SYTL4,7.326351,,2.3650336968080223e-13,2.2000313458679277e-12
159,0,C1QTNF1,7.274509,,3.476825005012667e-13,3.219282412048766e-12
160,0,PRKCH,7.2261167,,4.970016518093805e-13,4.532535257484742e-12
161,0,CYSLTR2,7.220198,,5.191181129780062e-13,4.697901474914083e-12
162,0,GPER1,7.085525,,1.3851808265531752e-12,1.2423146426485877e-11
163,0,ZFP36L1,6.959281,,3.420133433451765e-12,2.974029072566752e-11
164,0,CDH6,6.9343543,,4.080804370167175e-12,3.517934801868254e-11
165,0,PLSCR1,6.8944244,,5.4083331588947e-12,4.6423460591370814e-11
166,0,EMP2,6.816545,,9.325593271347868e-12,7.903045145210058e-11
167,0,HEYL,6.7085714,,1.9653896787484624e-11,1.6242889907012087e-10
168,0,GPC5,6.614123,,3.737615283651057e-11,3.046331615943821e-10
169,0,GJA4,6.6137524,,3.7469878876108994e-11,3.046331615943821e-10
170,0,PDLIM1,6.5781927,,4.762004532079596e-11,3.8558741150442073e-10
171,0,MSN,6.5310626,,6.530476090457688e-11,5.245362321652761e-10
172,0,MSC-AS1,6.4951324,,8.29603513013623e-11,6.610386557877474e-10
173,0,TBX3,6.4892306,,8.62759453604798e-11,6.84729725083173e-10
174,0,OSMR-AS1,6.4369884,,1.2186731139189405e-10,9.595851290700319e-10
175,0,ABCA1,6.413225,,1.4247282194166483e-10,1.108737913942917e-09
176,0,PKP2,6.351506,,2.132169290989227e-10,1.646462772964654e-09
177,0,AL645608.8,6.3021803,,2.934871884534058e-10,2.2575937573338907e-09
178,0,ALPK1,6.275036,,3.4955400369288677e-10,2.6683511732281433e-09
179,0,ENPEP,6.2668595,,3.6840188312111436e-10,2.8015352328601853e-09
180,0,FLVCR2,6.258116,,3.896565239145757e-10,2.95194336298921e-09
181,0,FMO2,6.196887,,5.759073857538676e-10,4.330130719953891e-09
182,0,ID3,6.0468283,,1.4772514505349188e-09,1.0902224727194972e-08
183,0,THBS1,5.98689,,2.1389148391468274e-09,1.5612517074064432e-08
184,0,AC019197.1,5.9715466,,2.350146869486508e-09,1.7091977232629146e-08
185,0,F3,5.9491153,,2.6959583311764287e-09,1.9395383677528263e-08
186,0,GNG11,5.9181385,,3.2560597294602426e-09,2.3257569496144586e-08
187,0,IL4R,5.883836,,4.008652199976006e-09,2.8329697526332197e-08
188,0,LPL,5.841689,,5.167410981747264e-09,3.600983262541648e-08
189,0,DNAH11,5.8283467,,5.59791243567095e-09,3.88743919143816e-08
